0.000000,0.000000,0.000000, -130.000000,30.000000,-330.000000, 0.000038,0.000000,0.000000,0.000003,-0.000000,-0.000000,-0.000000,0.000000,0.000000
1.000000,0.000000,0.000000, -68.571426,30.000000,-330.000000, 0.000022,0.000000,0.000000,0.000001,-0.000000,-0.000000,-0.000000,0.000000,0.000000
2.000000,0.000000,0.000000, -7.142860,30.000000,-330.000000, 0.000001,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
3.000000,0.000000,0.000000, 54.285706,30.000000,-330.000000, 0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
4.000000,0.000000,0.000000, 115.714279,30.000000,-330.000000, 0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
5.000000,0.000000,0.000000, 177.142853,30.000000,-330.000000, 0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000
6.000000,0.000000,0.000000, 238.571411,30.000000,-330.000000, 0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000
7.000000,0.000000,0.000000, 300.000000,30.000000,-330.000000, 0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,1.000000,0.000000, -130.000000,54.444443,-330.000000, 0.000037,0.000000,0.000000,0.000003,-0.000000,-0.000000,-0.000000,0.000000,0.000000
1.000000,1.000000,0.000000, -68.571426,54.444443,-330.000000, 0.000021,0.000000,0.000000,0.000001,-0.000000,-0.000000,-0.000000,0.000000,0.000000
2.000000,1.000000,0.000000, -7.142860,54.444443,-330.000000, 0.000001,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
3.000000,1.000000,0.000000, 54.285706,54.444443,-330.000000, 0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
4.000000,1.000000,0.000000, 115.714279,54.444443,-330.000000, 0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
5.000000,1.000000,0.000000, 177.142853,54.444443,-330.000000, 0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000
6.000000,1.000000,0.000000, 238.571411,54.444443,-330.000000, 0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000
7.000000,1.000000,0.000000, 300.000000,54.444443,-330.000000, 0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,2.000000,0.000000, -130.000000,78.888885,-330.000000, 0.000037,0.000000,0.000000,0.000003,-0.000000,-0.000000,-0.000000,0.000000,0.000000
1.000000,2.000000,0.000000, -68.571426,78.888885,-330.000000, 0.000023,0.000000,0.000000,0.000001,-0.000000,-0.000000,-0.000000,0.000000,0.000000
2.000000,2.000000,0.000000, -7.142860,78.888885,-330.000000, 0.000001,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
3.000000,2.000000,0.000000, 54.285706,78.888885,-330.000000, 0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000
4.000000,2.000000,0.000000, 115.714279,78.888885,-330.000000, 0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
5.000000,2.000000,0.000000, 177.142853,78.888885,-330.000000, 0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000
6.000000,2.000000,0.000000, 238.571411,78.888885,-330.000000, 0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000
7.000000,2.000000,0.000000, 300.000000,78.888885,-330.000000, 0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,3.000000,0.000000, -130.000000,103.333336,-330.000000, 0.000039,0.000000,0.000000,0.000003,-0.000000,-0.000000,-0.000000,0.000000,0.000000
1.000000,3.000000,0.000000, -68.571426,103.333336,-330.000000, 0.000026,0.000000,0.000000,0.000001,-0.000000,-0.000000,-0.000000,0.000000,0.000000
2.000000,3.000000,0.000000, -7.142860,103.333336,-330.000000, 0.000002,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
